0, 0.500523375431
1, 0.500904063292
2, 0.502731324532
3, 0.500244201925
4, 0.500226421127
5, 0.500517543387
6, 0.501343482234
7, 0.500397559029
8, 0.500128307202
9, 0.500596113247
10,0.500158095938
11,0.501695830254
12,0.500665659217
13,0.501660374846
14,0.500683002692
15,0.500122343464
16,0.500223455928
17,0.500140228684
18,0.502019657958
19,0.503228270871
20,0.50058449541
21,0.508161387714
22,0.501561803808
23,0.50014618643
24,0.500662766968
25,0.501195442107
26,0.501440550393
27,0.500155119308

